ID,Day,Hour,Day_of_the_Week,Channel,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Conversions,,Channel,,,Hour,Facebook,Impr. Facebook,Google Search,Impr. Google Search,Youtube,Impr. Youtube,Snapchat,Impr. Snapchat,TikTok,Impr. Snapchat
BXJDHA00005052,12/09/2018,01,quarta-feira,Snapchat,222209,186561,157215,24439,"$3.452,63",758,,,,,,,,,,,,,,,
BXJDHA00022471,12/11/2018,02,segunda-feira,Snapchat,196490,163398,134763,19120,"$2.701,16",287,,,,,,,,,,,,,,,
BXJDHA00006824,28/09/2018,01,sexta-feira,Snapchat,362599,306378,259713,32428,"$4.580,99",876,,,,,,,,,,,,,,,
BXJDHA00019042,24/10/2018,10,quarta-feira,Snapchat,533962,429609,355837,51862,"$7.325,93",985,,,,,,,,,,,,,,,
BXJDHA00007515,02/10/2018,09,terça-feira,Snapchat,26315,16939,8227,904,"$127,69",31,,,,,,,,,,,,,,,
BXJDHA00003973,10/09/2018,00,segunda-feira,Snapchat,337262,284237,239534,36104,"$5.098,97",542,,,,,,,,,,,,,,,
BXJDHA00016532,27/09/2018,02,quinta-feira,Snapchat,209104,176357,149178,21125,"$2.982,98",570,,,,,,,,,,,,,,,
BXJDHA00023375,19/11/2018,02,segunda-feira,Snapchat,242304,185402,155905,21245,"$2.999,77",255,,,,,,,,,,,,,,,
BXJDHA00008693,07/10/2018,15,domingo,Snapchat,31411,19778,6536,407,"$57,46",5,,,,,,,,,,,,,,,
BXJDHA00010637,14/10/2018,05,domingo,Snapchat,1994,1095,593,104,"$14,68",1,,,,,,,,,,,,,,,
BXJDHA00021343,30/10/2018,00,terça-feira,Snapchat,535930,454005,377436,50326,"$7.104,41",755,,,,,,,,,,,,,,,
BXJDHA00016456,24/09/2018,12,segunda-feira,Snapchat,33869,16627,7440,668,"$94,28",13,,,,,,,,,,,,,,,
BXJDHA00021881,29/10/2018,12,segunda-feira,Snapchat,614578,487952,395975,53198,"$7.507,30",638,,,,,,,,,,,,,,,
BXJDHA00022186,07/11/2018,10,quarta-feira,Snapchat,412935,333958,276458,44174,"$6.231,65",839,,,,,,,,,,,,,,,
BXJDHA00014256,21/11/2018,12,quarta-feira,Snapchat,12198,5438,2548,297,"$41,88",9,,,,,,,,,,,,,,,
BXJDHA00005086,12/09/2018,03,quarta-feira,Snapchat,94529,79023,66484,11666,"$1.644,78",222,,,,,,,,,,,,,,,
BXJDHA00004023,09/09/2018,20,domingo,Snapchat,73694,29504,5528,420,"$59,21",14,,,,,,,,,,,,,,,
BXJDHA00016690,27/09/2018,10,quinta-feira,Snapchat,36949,19300,6517,683,"$96,24",13,,,,,,,,,,,,,,,
BXJDHA00016937,20/09/2018,01,quinta-feira,Snapchat,23037,12279,2995,269,"$37,90",3,,,,,,,,,,,,,,,
BXJDHA00004365,08/09/2018,00,sábado,Snapchat,19563,10718,2738,165,"$23,24",6,,,,,,,,,,,,,,,
BXJDHA00019969,22/10/2018,10,segunda-feira,Snapchat,505480,379048,319725,45434,"$6.400,17",682,,,,,,,,,,,,,,,
BXJDHA00006201,17/09/2018,04,segunda-feira,Snapchat,73466,60899,51841,7454,"$1.050,01",253,,,,,,,,,,,,,,,
BXJDHA00025113,29/09/2018,09,sábado,Snapchat,31889,15549,6356,655,"$92,23",22,,,,,,,,,,,,,,,
BXJDHA00017190,25/09/2018,04,terça-feira,Snapchat,89500,68753,58065,8391,"$1.181,34",260,,,,,,,,,,,,,,,
BXJDHA00021219,01/11/2018,15,quinta-feira,YouTube,1793,313,313,1,"$0,14",0,,,,,,,,,,,,,,,
BXJDHA00004101,09/09/2018,17,domingo,Snapchat,34120,16768,4972,467,"$65,74",16,,,,,,,,,,,,,,,
BXJDHA00010818,28/10/2018,00,domingo,Snapchat,529416,438433,369004,47405,"$6.672,26",1470,,,,,,,,,,,,,,,
BXJDHA00006827,28/09/2018,03,sexta-feira,Snapchat,152678,122438,103854,14202,"$1.998,81",170,,,,,,,,,,,,,,,
BXJDHA00003250,05/09/2018,07,quarta-feira,Snapchat,197053,168642,142246,20292,"$2.855,62",386,,,,,,,,,,,,,,,
BXJDHA00017789,04/10/2018,02,quinta-feira,Snapchat,15355,9239,2754,228,"$32,08",3,,,,,,,,,,,,,,,
BXJDHA00010591,14/10/2018,07,domingo,Snapchat,226015,166477,139244,18481,"$2.600,37",277,,,,,,,,,,,,,,,
BXJDHA00009728,23/09/2018,02,domingo,Snapchat,193594,153043,129689,17182,"$2.417,05",464,,,,,,,,,,,,,,,
BXJDHA00005293,15/09/2018,06,sábado,Snapchat,96420,77815,65070,8433,"$1.186,28",126,,,,,,,,,,,,,,,
BXJDHA00026531,13/11/2018,08,terça-feira,Snapchat,21,19,19,4,"$0,56",0,,,,,,,,,,,,,,,
BXJDHA00012128,09/11/2018,05,sexta-feira,Snapchat,97964,76336,61638,7637,"$1.074,24",206,,,,,,,,,,,,,,,
BXJDHA00015053,24/11/2018,08,sábado,Snapchat,8412,5770,3174,471,"$66,25",6,,,,,,,,,,,,,,,
BXJDHA00005119,11/09/2018,23,terça-feira,Snapchat,77808,22869,8639,529,"$74,41",8,,,,,,,,,,,,,,,
BXJDHA00011969,05/11/2018,09,segunda-feira,Snapchat,319319,248903,206183,30151,"$4.240,53",362,,,,,,,,,,,,,,,
BXJDHA00014144,21/11/2018,07,quarta-feira,Snapchat,252994,208252,174694,24100,"$3.389,20",651,,,,,,,,,,,,,,,
BXJDHA00013910,20/11/2018,03,terça-feira,Snapchat,162035,125601,103445,15993,"$2.249,03",432,,,,,,,,,,,,,,,
BXJDHA00003257,05/09/2018,02,quarta-feira,Snapchat,162053,137794,117380,19090,"$2.684,02",229,,,,,,,,,,,,,,,
BXJDHA00015873,19/09/2018,01,quarta-feira,Snapchat,285579,227767,194531,27598,"$3.879,67",938,,,,,,,,,,,,,,,
BXJDHA00015380,22/11/2018,03,quinta-feira,Snapchat,3367,1847,749,99,"$13,92",3,,,,,,,,,,,,,,,
BXJDHA00015581,10/09/2018,23,segunda-feira,Snapchat,81193,22788,8446,495,"$69,58",6,,,,,,,,,,,,,,,
BXJDHA00013063,16/11/2018,03,sexta-feira,Snapchat,204899,164341,138737,17418,"$2.448,38",261,,,,,,,,,,,,,,,
BXJDHA00002974,04/09/2018,08,terça-feira,Snapchat,253759,217864,185534,27836,"$3.912,75",529,,,,,,,,,,,,,,,
BXJDHA00007864,01/10/2018,07,segunda-feira,Snapchat,20592,10908,4347,356,"$50,03",7,,,,,,,,,,,,,,,
BXJDHA00027223,01/11/2018,06,quinta-feira,Facebook,16,12,11,2,"$0,28",0,,,,,,,,,,,,,,,
BXJDHA00006335,18/09/2018,00,terça-feira,Snapchat,335039,281129,237604,34592,"$4.861,38",415,,,,,,,,,,,,,,,
BXJDHA00005058,11/09/2018,23,terça-feira,Snapchat,38097,15625,6271,481,"$67,60",15,,,,,,,,,,,,,,,
BXJDHA00019934,22/10/2018,11,segunda-feira,Snapchat,504558,400080,338712,49259,"$6.920,43",1330,,,,,,,,,,,,,,,
BXJDHA00011361,04/11/2018,01,domingo,Snapchat,392362,288194,242588,32827,"$4.611,14",1116,,,,,,,,,,,,,,,
BXJDHA00004724,13/09/2018,00,quinta-feira,Snapchat,497021,418076,355868,46953,"$6.592,31",1268,,,,,,,,,,,,,,,
BXJDHA00015941,19/09/2018,05,quarta-feira,Snapchat,76710,59590,51057,7307,"$1.025,57",88,,,,,,,,,,,,,,,
BXJDHA00018735,12/10/2018,05,sexta-feira,Snapchat,98886,74229,61090,8495,"$1.192,31",289,,,,,,,,,,,,,,,
BXJDHA00012858,09/11/2018,00,sexta-feira,Snapchat,18615,10144,5742,429,"$60,21",13,,,,,,,,,,,,,,,
BXJDHA00020002,22/10/2018,07,segunda-feira,Snapchat,14343,9126,4040,414,"$58,10",8,,,,,,,,,,,,,,,
BXJDHA00016327,24/09/2018,04,segunda-feira,Snapchat,87448,65266,55085,8330,"$1.168,64",125,,,,,,,,,,,,,,,
BXJDHA00007846,01/10/2018,03,segunda-feira,Snapchat,6239,3845,1362,107,"$15,01",2,,,,,,,,,,,,,,,
BXJDHA00007550,02/10/2018,06,terça-feira,Snapchat,138308,106051,89859,13461,"$1.887,62",363,,,,,,,,,,,,,,,
BXJDHA00023102,13/11/2018,11,terça-feira,Snapchat,517619,441306,365213,56714,"$7.952,12",1531,,,,,,,,,,,,,,,
BXJDHA00014429,17/11/2018,19,sábado,Snapchat,21859,10969,6301,604,"$84,68",7,,,,,,,,,,,,,,,
BXJDHA00024597,10/11/2018,03,sábado,Snapchat,153902,121740,99405,12423,"$1.741,46",422,,,,,,,,,,,,,,,
BXJDHA00028089,16/11/2018,05,sexta-feira,Snapchat,4,4,4,1,"$0,14",0,,,,,,,,,,,,,,,
BXJDHA00009757,23/09/2018,03,domingo,Snapchat,121391,95170,80652,11122,"$1.558,43",167,,,,,,,,,,,,,,,
BXJDHA00006649,21/09/2018,01,sexta-feira,Snapchat,370430,307591,260515,32027,"$4.487,49",480,,,,,,,,,,,,,,,
BXJDHA00002402,02/09/2018,18,domingo,Snapchat,57992,22869,6167,414,"$58,01",11,,,,,,,,,,,,,,,
BXJDHA00019904,22/10/2018,13,segunda-feira,Snapchat,646680,510086,431816,59772,"$8.373,73",1614,,,,,,,,,,,,,,,
BXJDHA00011441,04/11/2018,02,domingo,Snapchat,244717,178683,149404,20724,"$2.903,21",249,,,,,,,,,,,,,,,
BXJDHA00012582,06/11/2018,14,terça-feira,Snapchat,691554,554522,468174,70154,"$9.827,20",2175,,,,,,,,,,,,,,,
BXJDHA00024016,17/10/2018,10,quarta-feira,Snapchat,481657,387205,327125,50581,"$7.085,10",961,,,,,,,,,,,,,,,
BXJDHA00010997,27/10/2018,04,sábado,Snapchat,109549,79653,65763,8578,"$1.201,19",103,,,,,,,,,,,,,,,
BXJDHA00008685,07/10/2018,06,domingo,Snapchat,4178,2678,1361,134,"$18,76",5,,,,,,,,,,,,,,,
BXJDHA00016738,27/09/2018,12,quinta-feira,YouTube,1475,236,231,1,"$0,14",0,,,,,,,,,,,,,,,
BXJDHA00006978,28/09/2018,04,sexta-feira,Snapchat,102442,81581,68875,9694,"$1.357,14",301,,,,,,,,,,,,,,,
BXJDHA00022096,29/10/2018,00,segunda-feira,Snapchat,11782,8611,4145,412,"$57,67",8,,,,,,,,,,,,,,,
BXJDHA00002486,03/09/2018,03,segunda-feira,Snapchat,100936,78750,66046,9748,"$1.364,36",263,,,,,,,,,,,,,,,
BXJDHA00024770,10/11/2018,01,sábado,Snapchat,9026,5652,3125,218,"$30,51",6,,,,,,,,,,,,,,,
BXJDHA00015937,19/09/2018,12,quarta-feira,Snapchat,25016,11994,4928,507,"$70,94",8,,,,,,,,,,,,,,,
BXJDHA00019977,22/10/2018,12,segunda-feira,Snapchat,566425,454007,382046,53731,"$7.518,18",1827,,,,,,,,,,,,,,,
BXJDHA00009731,23/09/2018,06,domingo,Snapchat,126862,101166,85463,11133,"$1.557,74",134,,,,,,,,,,,,,,,
BXJDHA00021403,30/10/2018,13,terça-feira,Snapchat,598698,493115,411518,61839,"$8.651,99",928,,,,,,,,,,,,,,,
BXJDHA00012786,06/11/2018,10,terça-feira,Snapchat,11505,6421,3297,352,"$49,25",11,,,,,,,,,,,,,,,
BXJDHA00016375,24/09/2018,11,segunda-feira,Snapchat,44865,21263,7646,675,"$94,43",10,,,,,,,,,,,,,,,
BXJDHA00007863,01/10/2018,00,segunda-feira,Snapchat,19861,10155,4878,410,"$57,36",14,,,,,,,,,,,,,,,
BXJDHA00002548,03/09/2018,15,segunda-feira,Snapchat,21661,10210,2799,240,"$33,56",5,,,,,,,,,,,,,,,
BXJDHA00010093,16/10/2018,08,terça-feira,Snapchat,11221,7899,4484,537,"$75,09",8,,,,,,,,,,,,,,,
BXJDHA00015924,19/09/2018,11,quarta-feira,Snapchat,24449,12731,5180,505,"$70,61",16,,,,,,,,,,,,,,,
BXJDHA00010932,28/10/2018,11,domingo,Snapchat,8406,5347,2471,302,"$42,22",9,,,,,,,,,,,,,,,
BXJDHA00016381,24/09/2018,02,segunda-feira,Snapchat,198930,153391,130014,18400,"$2.571,95",276,,,,,,,,,,,,,,,
BXJDHA00005896,16/09/2018,02,domingo,Snapchat,153059,127588,108708,15543,"$2.172,28",295,,,,,,,,,,,,,,,
BXJDHA00016352,24/09/2018,01,segunda-feira,Snapchat,318099,251567,213197,29181,"$4.078,09",788,,,,,,,,,,,,,,,
BXJDHA00018360,10/10/2018,10,quarta-feira,Snapchat,15673,8021,3920,418,"$58,40",13,,,,,,,,,,,,,,,
BXJDHA00015088,24/11/2018,09,sábado,Snapchat,7148,5103,2715,395,"$55,18",8,,,,,,,,,,,,,,,
BXJDHA00006473,18/09/2018,15,terça-feira,Snapchat,28919,13466,6073,553,"$77,23",7,,,,,,,,,,,,,,,
BXJDHA00016949,20/09/2018,04,quinta-feira,Snapchat,84749,69207,58704,8940,"$1.248,55",107,,,,,,,,,,,,,,,
BXJDHA00011392,04/11/2018,10,domingo,Snapchat,544163,402824,333535,46756,"$6.529,82",888,,,,,,,,,,,,,,,
BXJDHA00015075,24/11/2018,14,sábado,Snapchat,10418,4818,1786,218,"$30,44",7,,,,,,,,,,,,,,,
BXJDHA00019914,22/10/2018,00,segunda-feira,Facebook,308956,210838,176687,14485,"$2.022,21",449,,,,,,,,,,,,,,,
BXJDHA00022632,12/11/2018,09,segunda-feira,Snapchat,326036,260752,212393,30859,"$4.308,02",957,,,,,,,,,,,,,,,
BXJDHA00004880,12/09/2018,20,quarta-feira,Snapchat,152891,49782,16494,1044,"$145,74",28,,,,,,,,,,,,,,,
BXJDHA00004897,07/09/2018,06,sexta-feira,Snapchat,7290,3929,1347,182,"$25,40",3,,,,,,,,,,,,,,,
BXJDHA00004349,08/09/2018,11,sábado,Snapchat,21512,11441,2304,212,"$29,59",3,,,,,,,,,,,,,,,
BXJDHA00012246,09/11/2018,01,sexta-feira,Snapchat,12401,6764,3565,272,"$37,96",8,,,,,,,,,,,,,,,
BXJDHA00019682,26/10/2018,09,sexta-feira,Snapchat,572156,469890,385248,43038,"$6.005,71",1162,,,,,,,,,,,,,,,
BXJDHA00016453,24/09/2018,05,segunda-feira,Snapchat,79429,58554,49631,7459,"$1.040,69",112,,,,,,,,,,,,,,,
BXJDHA00003278,05/09/2018,01,quarta-feira,Snapchat,7901,2689,977,101,"$14,09",3,,,,,,,,,,,,,,,
BXJDHA00011916,05/11/2018,12,segunda-feira,Snapchat,560596,425708,351018,54299,"$7.572,32",1683,,,,,,,,,,,,,,,
BXJDHA00010011,16/10/2018,00,terça-feira,Facebook,156356,110291,95031,10172,"$1.418,04",346,,,,,,,,,,,,,,,
BXJDHA00023779,21/10/2018,14,domingo,Snapchat,730268,562567,477890,66314,"$9.244,54",995,,,,,,,,,,,,,,,
BXJDHA00009879,16/10/2018,12,terça-feira,Snapchat,551626,446230,377773,55656,"$7.758,73",1892,,,,,,,,,,,,,,,
BXJDHA00006215,17/09/2018,14,segunda-feira,Snapchat,22035,12375,5148,488,"$68,02",6,,,,,,,,,,,,,,,
BXJDHA00019161,24/10/2018,08,quarta-feira,Snapchat,309895,243712,202827,27031,"$3.767,08",919,,,,,,,,,,,,,,,
BXJDHA00014687,23/11/2018,07,sexta-feira,Snapchat,261012,198162,166240,21353,"$2.975,67",256,,,,,,,,,,,,,,,
BXJDHA00017187,25/09/2018,00,terça-feira,Facebook,312433,193173,167319,16179,"$2.254,36",550,,,,,,,,,,,,,,,
BXJDHA00003307,05/09/2018,02,quarta-feira,Snapchat,7027,3728,1041,89,"$12,40",1,,,,,,,,,,,,,,,
BXJDHA00011177,27/10/2018,10,sábado,Snapchat,8636,7079,3142,386,"$53,78",5,,,,,,,,,,,,,,,
BXJDHA00022869,13/11/2018,19,terça-feira,Snapchat,21259,10095,5458,545,"$75,90",19,,,,,,,,,,,,,,,
BXJDHA00017168,25/09/2018,10,terça-feira,Snapchat,46716,20539,7373,621,"$86,48",17,,,,,,,,,,,,,,,
BXJDHA00022276,07/11/2018,12,quarta-feira,Snapchat,500204,414106,338836,51975,"$7.237,67",988,,,,,,,,,,,,,,,
BXJDHA00019982,22/10/2018,06,segunda-feira,Snapchat,7104,4265,1778,223,"$31,05",6,,,,,,,,,,,,,,,
BXJDHA00010587,14/10/2018,05,domingo,Snapchat,84038,59606,49049,7406,"$1.031,08",252,,,,,,,,,,,,,,,
BXJDHA00021947,29/10/2018,10,segunda-feira,Snapchat,523260,407006,333783,46504,"$6.471,95",558,,,,,,,,,,,,,,,
BXJDHA00005505,14/09/2018,00,sexta-feira,Snapchat,524980,454816,387201,49009,"$6.818,71",1666,,,,,,,,,,,,,,,
BXJDHA00025800,19/10/2018,05,sexta-feira,Snapchat,2416,1562,857,76,"$10,57",2,,,,,,,,,,,,,,,
BXJDHA00011879,05/11/2018,11,segunda-feira,Snapchat,481565,364276,303256,48209,"$6.706,17",579,,,,,,,,,,,,,,,
BXJDHA00005693,14/09/2018,08,sexta-feira,Snapchat,29148,12070,3497,372,"$51,74",4,,,,,,,,,,,,,,,
BXJDHA00005363,15/09/2018,04,sábado,Snapchat,67847,54397,45468,6401,"$890,26",77,,,,,,,,,,,,,,,
BXJDHA00024509,15/11/2018,01,quinta-feira,Snapchat,10419,6765,2970,408,"$56,74",5,,,,,,,,,,,,,,,
BXJDHA00017282,25/09/2018,04,terça-feira,Snapchat,1657,1091,388,43,"$5,98",1,,,,,,,,,,,,,,,
BXJDHA00013321,11/11/2018,00,domingo,Facebook,311729,207234,174741,17189,"$2.390,27",258,,,,,,,,,,,,,,,
BXJDHA00010609,14/10/2018,10,domingo,Snapchat,11544,6636,3220,314,"$43,66",5,,,,,,,,,,,,,,,
BXJDHA00025637,19/10/2018,08,sexta-feira,Snapchat,340205,269858,224631,26368,"$3.666,43",316,,,,,,,,,,,,,,,
BXJDHA00002785,02/09/2018,09,domingo,Snapchat,18577,10301,3357,210,"$29,20",3,,,,,,,,,,,,,,,
BXJDHA00006974,28/09/2018,02,sexta-feira,Snapchat,235480,196011,165670,21793,"$3.029,59",588,,,,,,,,,,,,,,,
BXJDHA00022678,12/11/2018,15,segunda-feira,Snapchat,11399,6520,3557,395,"$54,91",8,,,,,,,,,,,,,,,
BXJDHA00023758,21/10/2018,12,domingo,Snapchat,594529,460055,387574,54013,"$7.508,41",1026,,,,,,,,,,,,,,,
BXJDHA00002463,03/09/2018,06,segunda-feira,Snapchat,99064,75984,60730,8143,"$1.131,96",277,,,,,,,,,,,,,,,
BXJDHA00016478,24/09/2018,04,segunda-feira,Snapchat,3825,2117,897,83,"$11,54",2,,,,,,,,,,,,,,,
BXJDHA00015491,11/09/2018,00,terça-feira,Facebook,234251,151421,132304,10851,"$1.507,91",130,,,,,,,,,,,,,,,
BXJDHA00027112,12/10/2018,11,sexta-feira,Facebook,5,2,2,1,"$0,14",0,,,,,,,,,,,,,,,
BXJDHA00013570,17/11/2018,00,sábado,Snapchat,560261,465535,392734,48843,"$6.786,88",928,,,,,,,,,,,,,,,
BXJDHA00024199,17/10/2018,03,quarta-feira,Snapchat,2571,1862,1047,142,"$19,73",2,,,,,,,,,,,,,,,
BXJDHA00006369,18/09/2018,02,terça-feira,Snapchat,149954,125054,106066,16058,"$2.231,01",546,,,,,,,,,,,,,,,
BXJDHA00016549,27/09/2018,01,quinta-feira,Snapchat,353136,289136,245880,32915,"$4.572,77",494,,,,,,,,,,,,,,,
BXJDHA00013209,11/11/2018,01,domingo,Facebook,200248,126839,107685,9943,"$1.381,02",338,,,,,,,,,,,,,,,
BXJDHA00003021,03/09/2018,19,segunda-feira,Snapchat,71498,29459,7026,476,"$66,11",16,,,,,,,,,,,,,,,
BXJDHA00024646,10/11/2018,07,sábado,Snapchat,203495,159774,133255,16911,"$2.347,19",321,,,,,,,,,,,,,,,
BXJDHA00010206,18/10/2018,00,quinta-feira,Facebook,224564,173084,147174,15070,"$2.091,61",467,,,,,,,,,,,,,,,
BXJDHA00018340,10/10/2018,12,quarta-feira,Snapchat,16629,8030,4080,470,"$65,23",9,,,,,,,,,,,,,,,
BXJDHA00014941,24/11/2018,11,sábado,Snapchat,457464,374090,310377,53247,"$7.389,85",799,,,,,,,,,,,,,,,
BXJDHA00021416,30/10/2018,09,terça-feira,Snapchat,379925,306686,251397,34780,"$4.825,29",939,,,,,,,,,,,,,,,
BXJDHA00008435,05/10/2018,08,sexta-feira,Snapchat,17747,10667,5291,649,"$90,03",8,,,,,,,,,,,,,,,
BXJDHA00024148,17/10/2018,00,quarta-feira,Facebook,291606,194466,161961,13665,"$1.895,49",260,,,,,,,,,,,,,,,
BXJDHA00010603,14/10/2018,13,domingo,Snapchat,12918,6897,3491,375,"$52,01",6,,,,,,,,,,,,,,,
BXJDHA00021062,01/11/2018,07,quinta-feira,Snapchat,244337,188963,157240,19217,"$2.665,12",519,,,,,,,,,,,,,,,
BXJDHA00025460,15/10/2018,08,segunda-feira,Snapchat,11564,7383,3428,365,"$50,62",10,,,,,,,,,,,,,,,
BXJDHA00005926,16/09/2018,15,domingo,Snapchat,26000,14832,6203,602,"$83,48",11,,,,,,,,,,,,,,,
BXJDHA00018078,13/10/2018,09,sábado,Snapchat,12577,7967,4418,689,"$95,54",21,,,,,,,,,,,,,,,
BXJDHA00006951,28/09/2018,05,sexta-feira,Snapchat,82886,65018,55347,7850,"$1.088,48",267,,,,,,,,,,,,,,,
BXJDHA00006720,21/09/2018,02,sexta-feira,Snapchat,235143,194879,163796,21349,"$2.959,43",662,,,,,,,,,,,,,,,
BXJDHA00012268,09/11/2018,02,sexta-feira,Snapchat,7258,4103,2136,204,"$28,28",4,,,,,,,,,,,,,,,
BXJDHA00014967,24/11/2018,12,sábado,Facebook,222611,163047,128280,15658,"$2.169,79",532,,,,,,,,,,,,,,,
BXJDHA00025436,15/10/2018,12,segunda-feira,Snapchat,9376,6182,3175,357,"$49,47",10,,,,,,,,,,,,,,,
BXJDHA00009176,06/10/2018,00,sábado,Snapchat,43689,28063,8059,618,"$85,60",17,,,,,,,,,,,,,,,
BXJDHA00021107,01/11/2018,06,quinta-feira,Snapchat,128953,98816,81808,11020,"$1.526,34",132,,,,,,,,,,,,,,,
BXJDHA00016382,24/09/2018,03,segunda-feira,Snapchat,126603,97125,81662,12031,"$1.665,76",325,,,,,,,,,,,,,,,
BXJDHA00022012,29/10/2018,01,segunda-feira,Snapchat,352627,297125,244664,31750,"$4.395,68",603,,,,,,,,,,,,,,,
BXJDHA00006240,17/09/2018,01,segunda-feira,Snapchat,12118,6584,2070,176,"$24,36",5,,,,,,,,,,,,,,,
BXJDHA00007617,03/10/2018,05,quarta-feira,Snapchat,4084,1821,954,120,"$16,61",4,,,,,,,,,,,,,,,
BXJDHA00017209,25/09/2018,03,terça-feira,Snapchat,129711,100491,85047,12131,"$1.679,13",182,,,,,,,,,,,,,,,
BXJDHA00023176,13/11/2018,07,terça-feira,Snapchat,17374,10527,3877,452,"$62,56",9,,,,,,,,,,,,,,,
BXJDHA00010672,16/10/2018,16,terça-feira,Facebook,16,11,9,1,"$0,14",0,,,,,,,,,,,,,,,
BXJDHA00011876,05/11/2018,13,segunda-feira,Snapchat,651924,490770,408862,61454,"$8.503,83",1659,,,,,,,,,,,,,,,
BXJDHA00007557,02/10/2018,04,terça-feira,Facebook,26072,18734,16543,405,"$56,03",14,,,,,,,,,,,,,,,
BXJDHA00011991,05/11/2018,02,segunda-feira,Snapchat,213489,163407,136836,19585,"$2.709,08",666,,,,,,,,,,,,,,,
BXJDHA00011061,27/10/2018,00,sábado,Snapchat,588395,474645,397625,45887,"$6.346,49",1560,,,,,,,,,,,,,,,
BXJDHA00017249,25/09/2018,11,terça-feira,Snapchat,49243,20920,7420,561,"$77,59",7,,,,,,,,,,,,,,,
BXJDHA00003043,04/09/2018,08,terça-feira,Snapchat,18662,9284,3482,297,"$41,07",4,,,,,,,,,,,,,,,
BXJDHA00005290,15/09/2018,07,sábado,Snapchat,174260,143981,118701,15366,"$2.124,95",292,,,,,,,,,,,,,,,
BXJDHA00003243,05/09/2018,13,quarta-feira,Snapchat,25281,15818,2862,388,"$53,66",13,,,,,,,,,,,,,,,
BXJDHA00024538,15/11/2018,01,quinta-feira,Snapchat,5720,3454,1945,197,"$27,24",4,,,,,,,,,,,,,,,
BXJDHA00002726,02/09/2018,04,domingo,Snapchat,72218,59719,50477,7510,"$1.038,31",203,,,,,,,,,,,,,,,
BXJDHA00010752,28/10/2018,10,domingo,Snapchat,491287,411930,338941,47569,"$6.576,60",1475,,,,,,,,,,,,,,,
BXJDHA00017216,25/09/2018,07,terça-feira,Snapchat,235657,182978,153399,20211,"$2.794,21",546,,,,,,,,,,,,,,,
BXJDHA00014138,21/11/2018,11,quarta-feira,Snapchat,504260,436486,364467,60631,"$8.381,91",1637,,,,,,,,,,,,,,,
BXJDHA00017172,25/09/2018,00,terça-feira,Snapchat,545529,419646,356286,48203,"$6.663,64",1494,,,,,,,,,,,,,,,
BXJDHA00012637,06/11/2018,15,terça-feira,Snapchat,743811,610107,509756,76426,"$10.565,12",1146,,,,,,,,,,,,,,,
BXJDHA00015356,22/11/2018,08,quinta-feira,Snapchat,16445,7932,4101,494,"$68,28",13,,,,,,,,,,,,,,,
BXJDHA00009363,09/10/2018,07,terça-feira,Snapchat,200001,147430,121338,15793,"$2.182,86",537,,,,,,,,,,,,,,,
BXJDHA00012181,09/11/2018,04,sexta-feira,Snapchat,132809,105815,86056,10520,"$1.453,99",158,,,,,,,,,,,,,,,
BXJDHA00011589,08/11/2018,02,quinta-feira,Snapchat,276182,228796,189103,25337,"$3.501,62",861,,,,,,,,,,,,,,,
BXJDHA00017378,22/09/2018,16,sábado,Snapchat,42857,18629,8360,746,"$103,07",20,,,,,,,,,,,,,,,
BXJDHA00023466,18/11/2018,20,domingo,Snapchat,24894,12495,7924,767,"$105,97",24,,,,,,,,,,,,,,,
BXJDHA00017212,25/09/2018,02,terça-feira,Snapchat,203829,159892,135713,18524,"$2.558,76",352,,,,,,,,,,,,,,,
BXJDHA00008440,05/10/2018,06,sexta-feira,Snapchat,3101,1970,932,129,"$17,82",2,,,,,,,,,,,,,,,
BXJDHA00010298,18/10/2018,03,quinta-feira,Facebook,44948,33532,28106,3312,"$457,40",89,,,,,,,,,,,,,,,
BXJDHA00021294,30/10/2018,12,terça-feira,Snapchat,522778,430016,352008,55091,"$7.607,30",1708,,,,,,,,,,,,,,,
BXJDHA00005626,14/09/2018,05,sexta-feira,Snapchat,71852,59993,50608,7100,"$980,28",135,,,,,,,,,,,,,,,
BXJDHA00007032,28/09/2018,11,sexta-feira,Snapchat,36834,19438,7112,729,"$100,65",23,,,,,,,,,,,,,,,
BXJDHA00003740,07/09/2018,11,sexta-feira,Snapchat,32657,18443,5650,510,"$70,40",14,,,,,,,,,,,,,,,
BXJDHA00019315,25/10/2018,10,quinta-feira,Snapchat,767203,626127,517179,58478,"$8.072,34",877,,,,,,,,,,,,,,,
BXJDHA00010043,16/10/2018,01,terça-feira,Facebook,90589,61346,53102,5864,"$809,44",70,,,,,,,,,,,,,,,
BXJDHA00023776,21/10/2018,15,domingo,Snapchat,683412,522469,442799,55268,"$7.628,37",1050,,,,,,,,,,,,,,,
BXJDHA00006346,18/09/2018,01,terça-feira,Snapchat,233811,197555,167916,25099,"$3.463,70",477,,,,,,,,,,,,,,,
BXJDHA00013157,16/11/2018,06,sexta-feira,Snapchat,4828,3065,1547,185,"$25,53",2,,,,,,,,,,,,,,,
BXJDHA00018283,10/10/2018,09,quarta-feira,Snapchat,14622,8350,4010,508,"$70,09",8,,,,,,,,,,,,,,,
BXJDHA00018257,10/10/2018,06,quarta-feira,Snapchat,117014,83658,68675,9533,"$1.314,97",114,,,,,,,,,,,,,,,
